唯一id,等级,职业id,attribute
1479,79,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":890#"maximumHealth":10740#"shen":1630#"xin":1260#"li":1670#"expPoint":1000}
1480,80,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":900#"maximumHealth":10860#"shen":1650#"xin":1275#"li":1690#"expPoint":1000}
1481,81,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":910#"maximumHealth":10980#"shen":1670#"xin":1290#"li":1710#"expPoint":1000}
1482,82,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":920#"maximumHealth":11100#"shen":1690#"xin":1305#"li":1730#"expPoint":1000}
1483,83,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":930#"maximumHealth":11220#"shen":1710#"xin":1320#"li":1750#"expPoint":1000}
1484,84,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":940#"maximumHealth":11340#"shen":1730#"xin":1335#"li":1770#"expPoint":1000}
1485,85,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":950#"maximumHealth":11460#"shen":1750#"xin":1350#"li":1790#"expPoint":1000}
1486,86,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":960#"maximumHealth":11580#"shen":1770#"xin":1365#"li":1810#"expPoint":1000}
1487,87,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":970#"maximumHealth":11700#"shen":1790#"xin":1380#"li":1830#"expPoint":1000}
1488,88,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":980#"maximumHealth":11820#"shen":1810#"xin":1395#"li":1850#"expPoint":1000}
1489,89,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":990#"maximumHealth":11940#"shen":1830#"xin":1410#"li":1870#"expPoint":1000}
1490,90,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1000#"maximumHealth":12060#"shen":1850#"xin":1425#"li":1890#"expPoint":1000}
1491,91,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1010#"maximumHealth":12180#"shen":1870#"xin":1440#"li":1910#"expPoint":1000}
1492,92,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1020#"maximumHealth":12300#"shen":1890#"xin":1455#"li":1930#"expPoint":1000}
1493,93,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1030#"maximumHealth":12420#"shen":1910#"xin":1470#"li":1950#"expPoint":1000}
1494,94,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1040#"maximumHealth":12540#"shen":1930#"xin":1485#"li":1970#"expPoint":1000}
1495,95,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1050#"maximumHealth":12660#"shen":1950#"xin":1500#"li":1990#"expPoint":1000}
1496,96,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1060#"maximumHealth":12780#"shen":1970#"xin":1515#"li":2010#"expPoint":1000}
1497,97,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1070#"maximumHealth":12900#"shen":1990#"xin":1530#"li":2030#"expPoint":1000}
1498,98,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1080#"maximumHealth":13020#"shen":2010#"xin":1545#"li":2050#"expPoint":1000}
1499,99,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1090#"maximumHealth":13140#"shen":2030#"xin":1560#"li":2070#"expPoint":1000}
1500,100,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1100#"maximumHealth":13260#"shen":2050#"xin":1575#"li":2090#"expPoint":1000}
1501,101,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1110#"maximumHealth":13380#"shen":2070#"xin":1590#"li":2110#"expPoint":1000}
1502,102,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1120#"maximumHealth":13500#"shen":2090#"xin":1605#"li":2130#"expPoint":1000}
1503,103,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1130#"maximumHealth":13620#"shen":2110#"xin":1620#"li":2150#"expPoint":1000}
1504,104,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1140#"maximumHealth":13740#"shen":2130#"xin":1635#"li":2170#"expPoint":1000}
1505,105,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1150#"maximumHealth":13860#"shen":2150#"xin":1650#"li":2190#"expPoint":1000}
1506,106,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1160#"maximumHealth":13980#"shen":2170#"xin":1665#"li":2210#"expPoint":1000}
1507,107,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1170#"maximumHealth":14100#"shen":2190#"xin":1680#"li":2230#"expPoint":1000}
1508,108,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1180#"maximumHealth":14220#"shen":2210#"xin":1695#"li":2250#"expPoint":1000}
1509,109,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1190#"maximumHealth":14340#"shen":2230#"xin":1710#"li":2270#"expPoint":1000}
1510,110,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1200#"maximumHealth":14460#"shen":2250#"xin":1725#"li":2290#"expPoint":1000}
1511,111,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1210#"maximumHealth":14580#"shen":2270#"xin":1740#"li":2310#"expPoint":1000}
1512,112,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1220#"maximumHealth":14700#"shen":2290#"xin":1755#"li":2330#"expPoint":1000}
1513,113,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1230#"maximumHealth":14820#"shen":2310#"xin":1770#"li":2350#"expPoint":1000}
1514,114,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1240#"maximumHealth":14940#"shen":2330#"xin":1785#"li":2370#"expPoint":1000}
1515,115,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1250#"maximumHealth":15060#"shen":2350#"xin":1800#"li":2390#"expPoint":1000}
1516,116,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1260#"maximumHealth":15180#"shen":2370#"xin":1815#"li":2410#"expPoint":1000}
1517,117,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1270#"maximumHealth":15300#"shen":2390#"xin":1830#"li":2430#"expPoint":1000}
1518,118,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1280#"maximumHealth":15420#"shen":2410#"xin":1845#"li":2450#"expPoint":1000}
1519,119,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1290#"maximumHealth":15540#"shen":2430#"xin":1860#"li":2470#"expPoint":1000}
1520,120,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1300#"maximumHealth":15660#"shen":2450#"xin":1875#"li":2490#"expPoint":1000}
1521,121,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1310#"maximumHealth":15780#"shen":2470#"xin":1890#"li":2510#"expPoint":1000}
1522,122,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1320#"maximumHealth":15900#"shen":2490#"xin":1905#"li":2530#"expPoint":1000}
1523,123,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1330#"maximumHealth":16020#"shen":2510#"xin":1920#"li":2550#"expPoint":1000}
1524,124,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1340#"maximumHealth":16140#"shen":2530#"xin":1935#"li":2570#"expPoint":1000}
1525,125,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1350#"maximumHealth":16260#"shen":2550#"xin":1950#"li":2590#"expPoint":1000}
1526,126,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1360#"maximumHealth":16380#"shen":2570#"xin":1965#"li":2610#"expPoint":1000}
1527,127,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1370#"maximumHealth":16500#"shen":2590#"xin":1980#"li":2630#"expPoint":1000}
1528,128,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1380#"maximumHealth":16620#"shen":2610#"xin":1995#"li":2650#"expPoint":1000}
1529,129,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1390#"maximumHealth":16740#"shen":2630#"xin":2010#"li":2670#"expPoint":1000}
1530,130,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1400#"maximumHealth":16860#"shen":2650#"xin":2025#"li":2690#"expPoint":1000}
1531,131,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1410#"maximumHealth":16980#"shen":2670#"xin":2040#"li":2710#"expPoint":1000}
1532,132,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1420#"maximumHealth":17100#"shen":2690#"xin":2055#"li":2730#"expPoint":1000}
1533,133,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1430#"maximumHealth":17220#"shen":2710#"xin":2070#"li":2750#"expPoint":1000}
1534,134,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1440#"maximumHealth":17340#"shen":2730#"xin":2085#"li":2770#"expPoint":1000}
1535,135,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1450#"maximumHealth":17460#"shen":2750#"xin":2100#"li":2790#"expPoint":1000}
1536,136,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1460#"maximumHealth":17580#"shen":2770#"xin":2115#"li":2810#"expPoint":1000}
1537,137,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1470#"maximumHealth":17700#"shen":2790#"xin":2130#"li":2830#"expPoint":1000}
1538,138,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1480#"maximumHealth":17820#"shen":2810#"xin":2145#"li":2850#"expPoint":1000}
1539,139,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1490#"maximumHealth":17940#"shen":2830#"xin":2160#"li":2870#"expPoint":1000}
1540,140,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1500#"maximumHealth":18060#"shen":2850#"xin":2175#"li":2890#"expPoint":1000}
1541,141,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1510#"maximumHealth":18180#"shen":2870#"xin":2190#"li":2910#"expPoint":1000}
1542,142,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1520#"maximumHealth":18300#"shen":2890#"xin":2205#"li":2930#"expPoint":1000}
1543,143,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1530#"maximumHealth":18420#"shen":2910#"xin":2220#"li":2950#"expPoint":1000}
1544,144,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1540#"maximumHealth":18540#"shen":2930#"xin":2235#"li":2970#"expPoint":1000}
1545,145,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1550#"maximumHealth":18660#"shen":2950#"xin":2250#"li":2990#"expPoint":1000}
1546,146,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1560#"maximumHealth":18780#"shen":2970#"xin":2265#"li":3010#"expPoint":1000}
1547,147,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1570#"maximumHealth":18900#"shen":2990#"xin":2280#"li":3030#"expPoint":1000}
1548,148,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1580#"maximumHealth":19020#"shen":3010#"xin":2295#"li":3050#"expPoint":1000}
1549,149,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1590#"maximumHealth":19140#"shen":3030#"xin":2310#"li":3070#"expPoint":1000}
1550,150,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1600#"maximumHealth":19260#"shen":3050#"xin":2325#"li":3090#"expPoint":1000}
1551,151,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1610#"maximumHealth":19380#"shen":3070#"xin":2340#"li":3110#"expPoint":1000}
1552,152,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1620#"maximumHealth":19500#"shen":3090#"xin":2355#"li":3130#"expPoint":1000}
1553,153,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1630#"maximumHealth":19620#"shen":3110#"xin":2370#"li":3150#"expPoint":1000}
1554,154,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1640#"maximumHealth":19740#"shen":3130#"xin":2385#"li":3170#"expPoint":1000}
1555,155,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1650#"maximumHealth":19860#"shen":3150#"xin":2400#"li":3190#"expPoint":1000}
1556,156,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1660#"maximumHealth":19980#"shen":3170#"xin":2415#"li":3210#"expPoint":1000}
1557,157,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1670#"maximumHealth":20100#"shen":3190#"xin":2430#"li":3230#"expPoint":1000}
1558,158,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1680#"maximumHealth":20220#"shen":3210#"xin":2445#"li":3250#"expPoint":1000}
1559,159,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1690#"maximumHealth":20340#"shen":3230#"xin":2460#"li":3270#"expPoint":1000}
1560,160,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1700#"maximumHealth":20460#"shen":3250#"xin":2475#"li":3290#"expPoint":1000}
1561,161,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1710#"maximumHealth":20580#"shen":3270#"xin":2490#"li":3310#"expPoint":1000}
1562,162,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1720#"maximumHealth":20700#"shen":3290#"xin":2505#"li":3330#"expPoint":1000}
1563,163,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1730#"maximumHealth":20820#"shen":3310#"xin":2520#"li":3350#"expPoint":1000}
1564,164,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1740#"maximumHealth":20940#"shen":3330#"xin":2535#"li":3370#"expPoint":1000}
1565,165,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1750#"maximumHealth":21060#"shen":3350#"xin":2550#"li":3390#"expPoint":1000}
1566,166,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1760#"maximumHealth":21180#"shen":3370#"xin":2565#"li":3410#"expPoint":1000}
1567,167,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1770#"maximumHealth":21300#"shen":3390#"xin":2580#"li":3430#"expPoint":1000}
1568,168,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1780#"maximumHealth":21420#"shen":3410#"xin":2595#"li":3450#"expPoint":1000}
1569,169,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1790#"maximumHealth":21540#"shen":3430#"xin":2610#"li":3470#"expPoint":1000}
1570,170,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1800#"maximumHealth":21660#"shen":3450#"xin":2625#"li":3490#"expPoint":1000}
1571,171,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1810#"maximumHealth":21780#"shen":3470#"xin":2640#"li":3510#"expPoint":1000}
1572,172,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1820#"maximumHealth":21900#"shen":3490#"xin":2655#"li":3530#"expPoint":1000}
1573,173,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1830#"maximumHealth":22020#"shen":3510#"xin":2670#"li":3550#"expPoint":1000}
1574,174,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1840#"maximumHealth":22140#"shen":3530#"xin":2685#"li":3570#"expPoint":1000}
1575,175,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1850#"maximumHealth":22260#"shen":3550#"xin":2700#"li":3590#"expPoint":1000}
1576,176,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1860#"maximumHealth":22380#"shen":3570#"xin":2715#"li":3610#"expPoint":1000}
1577,177,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1870#"maximumHealth":22500#"shen":3590#"xin":2730#"li":3630#"expPoint":1000}
1578,178,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1880#"maximumHealth":22620#"shen":3610#"xin":2745#"li":3650#"expPoint":1000}
1579,179,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1890#"maximumHealth":22740#"shen":3630#"xin":2760#"li":3670#"expPoint":1000}
1580,180,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1900#"maximumHealth":22860#"shen":3650#"xin":2775#"li":3690#"expPoint":1000}
1581,181,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1910#"maximumHealth":22980#"shen":3670#"xin":2790#"li":3710#"expPoint":1000}
1582,182,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1920#"maximumHealth":23100#"shen":3690#"xin":2805#"li":3730#"expPoint":1000}
1583,183,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":1930#"maximumHealth":23220#"shen":3710#"xin":2820#"li":3750#"expPoint":1000}
