装备ID,可用职业,可装孔位,孔位类型,进化词条数量,进化词条库随机概率,随机基础属性,附加属性词条数量,附加属性词条库随机概率,隐藏属性词条数量,隐藏属性词条库随机概率,耐久度,装备后存在总时间,宠物受伤减免,致命加成,创建条数与权重,固定卓越词条,能否镶宝,强化特效,是否携带技能,是否携带buff,是否有变身效果,装备修理费,装备评分,套装编号,装备追加最高等级上限,成长所需材料,场景中是否显示模型,自动回收/分解,自动购买箭矢,原地复活,回收江湖币变成非绑定,每日无损复活次数,土灵符存储坐标数,宠物自动喂养,开启宝石仓库,增加经验试炼副本次数,开启装备更换方案,扩展背包格子数,扩展仓库格子数,几阶装备,装备是否可以叠加,装备叠加上限,是否掉落,价格,标记,称号档位,attribute,disableAttribute
34122038,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":8#"maximumPhysBaseDmg":18#"minimumPhysBaseDmg":9#"healthRecoveryAbsolute":10},{}
34122039,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":6#"maximumPhysBaseDmg":15#"minimumPhysBaseDmg":7#"healthRecoveryAbsolute":10},{}
34122040,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"minimumPhysBaseDmg":1#"healthRecoveryAbsolute":8},{}
34122041,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":6#"maximumPhysBaseDmg":18#"minimumPhysBaseDmg":8#"healthRecoveryAbsolute":10},{}
34122042,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":6#"maximumPhysBaseDmg":16#"minimumPhysBaseDmg":8#"healthRecoveryAbsolute":10},{}
34122043,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":8#"maximumPhysBaseDmg":18#"minimumPhysBaseDmg":9#"healthRecoveryAbsolute":10},{}
34122044,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":12#"maximumPhysBaseDmg":20#"minimumPhysBaseDmg":10#"healthRecoveryAbsolute":32},{}
34122045,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":6#"maximumPhysBaseDmg":12#"minimumPhysBaseDmg":6#"healthRecoveryAbsolute":12},{}
34122046,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"minimumPhysBaseDmg":1#"healthRecoveryAbsolute":6},{}
34122047,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"minimumPhysBaseDmg":1#"healthRecoveryAbsolute":6},{}
34122048,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"minimumPhysBaseDmg":1#"healthRecoveryAbsolute":8},{}
34122049,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":6#"maximumPhysBaseDmg":16#"minimumPhysBaseDmg":8#"healthRecoveryAbsolute":6},{}
34122050,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"minimumPhysBaseDmg":1#"healthRecoveryAbsolute":8},{}
34122051,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"minimumPhysBaseDmg":1#"healthRecoveryAbsolute":8},{}
34122052,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":1#"maximumPhysBaseDmg":2#"minimumPhysBaseDmg":1},{}
34122053,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":6#"maximumPhysBaseDmg":15#"minimumPhysBaseDmg":7#"healthRecoveryAbsolute":10},{}
34122054,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":5#"maximumPhysBaseDmg":15#"minimumPhysBaseDmg":8#"healthRecoveryAbsolute":15},{}
34122055,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":2#"maximumPhysBaseDmg":4#"minimumPhysBaseDmg":1},{}
34122056,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":8#"maximumPhysBaseDmg":16#"minimumPhysBaseDmg":8#"healthRecoveryAbsolute":16},{}
34122057,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":2#"maximumPhysBaseDmg":4#"minimumPhysBaseDmg":1},{}
34122058,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":6#"maximumPhysBaseDmg":10#"minimumPhysBaseDmg":5#"healthRecoveryAbsolute":10},{}
34122059,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"minimumPhysBaseDmg":1},{}
34122060,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":5#"maximumPhysBaseDmg":10#"minimumPhysBaseDmg":5#"healthRecoveryAbsolute":10},{}
34122061,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":8#"maximumPhysBaseDmg":16#"minimumPhysBaseDmg":8#"healthRecoveryAbsolute":10},{}
34122062,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":5#"maximumPhysBaseDmg":10#"minimumPhysBaseDmg":5#"healthRecoveryAbsolute":10},{}
34122063,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":5#"maximumPhysBaseDmg":10#"minimumPhysBaseDmg":5#"healthRecoveryAbsolute":10},{}
34122064,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":5#"maximumPhysBaseDmg":10#"minimumPhysBaseDmg":5#"healthRecoveryAbsolute":10},{}
34122065,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":5#"maximumPhysBaseDmg":10#"minimumPhysBaseDmg":5#"healthRecoveryAbsolute":10},{}
34122066,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":5#"maximumPhysBaseDmg":10#"minimumPhysBaseDmg":5#"healthRecoveryAbsolute":10},{}
34122067,0,3106,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":5#"maximumPhysBaseDmg":15#"minimumPhysBaseDmg":8#"healthRecoveryAbsolute":15},{}
34131001,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"minimumPhysBaseDmg":1},{}
34131002,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"manaRecoveryAbsolute":6#"minimumPhysBaseDmg":1},{}
34131003,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":1#"maximumPhysBaseDmg":2#"minimumPhysBaseDmg":1},{}
34131004,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"manaRecoveryAbsolute":6#"minimumPhysBaseDmg":3},{}
34131005,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"minimumPhysBaseDmg":1},{}
34131006,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":2#"maximumPhysBaseDmg":4#"minimumPhysBaseDmg":1},{}
34131007,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":8#"maximumPhysBaseDmg":16#"manaRecoveryAbsolute":16#"minimumPhysBaseDmg":6},{}
34131008,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":2#"maximumPhysBaseDmg":4#"minimumPhysBaseDmg":1},{}
34131009,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":6#"maximumPhysBaseDmg":10#"manaRecoveryAbsolute":10#"minimumPhysBaseDmg":5},{}
34131010,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"minimumPhysBaseDmg":1},{}
34131011,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"minimumPhysBaseDmg":1},{}
34131013,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":1#"maximumPhysBaseDmg":2#"minimumPhysBaseDmg":1},{}
34131014,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":2#"maximumPhysBaseDmg":4#"minimumPhysBaseDmg":1},{}
34131015,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"minimumPhysBaseDmg":1},{}
34131016,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"minimumPhysBaseDmg":1},{}
34131017,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":10#"maximumPhysBaseDmg":18#"manaRecoveryAbsolute":28#"minimumPhysBaseDmg":8},{}
34131018,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":6#"maximumPhysBaseDmg":12#"manaRecoveryAbsolute":12#"minimumPhysBaseDmg":6},{}
34131019,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":8#"maximumPhysBaseDmg":16#"manaRecoveryAbsolute":12#"minimumPhysBaseDmg":8},{}
34131020,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"manaRecoveryAbsolute":6#"minimumPhysBaseDmg":1},{}
34131021,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":1},{}
34131022,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"manaRecoveryAbsolute":6#"minimumPhysBaseDmg":1},{}
34131023,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131024,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"manaRecoveryAbsolute":6#"minimumPhysBaseDmg":1},{}
34131025,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"manaRecoveryAbsolute":6#"minimumPhysBaseDmg":1},{}
34131026,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":6#"maximumPhysBaseDmg":12#"manaRecoveryAbsolute":12#"minimumPhysBaseDmg":6},{}
34131027,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":1},{}
34131028,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131029,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131030,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":5#"maximumPhysBaseDmg":10#"manaRecoveryAbsolute":10#"minimumPhysBaseDmg":5},{}
34131031,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131032,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131033,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"manaRecoveryAbsolute":6#"minimumPhysBaseDmg":3},{}
34131034,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"manaRecoveryAbsolute":6#"minimumPhysBaseDmg":1},{}
34131035,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131036,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131037,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131038,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":10#"maximumPhysBaseDmg":18#"manaRecoveryAbsolute":28#"minimumPhysBaseDmg":8},{}
34131039,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131040,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":5#"maximumPhysBaseDmg":10#"manaRecoveryAbsolute":10#"minimumPhysBaseDmg":5},{}
34131041,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":1},{}
34131042,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":1},{}
34131043,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":6#"maximumPhysBaseDmg":12#"manaRecoveryAbsolute":6#"minimumPhysBaseDmg":6},{}
34131044,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"manaRecoveryAbsolute":6#"minimumPhysBaseDmg":1},{}
34131045,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"manaRecoveryAbsolute":6#"minimumPhysBaseDmg":1},{}
34131046,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":1#"maximumPhysBaseDmg":2#"minimumPhysBaseDmg":1},{}
34131047,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"manaRecoveryAbsolute":6#"minimumPhysBaseDmg":3},{}
34131048,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":10#"manaRecoveryAbsolute":15#"minimumPhysBaseDmg":5},{}
34131049,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":2#"maximumPhysBaseDmg":4#"minimumPhysBaseDmg":1},{}
34131050,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":8#"maximumPhysBaseDmg":16#"manaRecoveryAbsolute":16#"minimumPhysBaseDmg":6},{}
34131051,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":2#"maximumPhysBaseDmg":4#"minimumPhysBaseDmg":1},{}
34131052,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":6#"maximumPhysBaseDmg":10#"manaRecoveryAbsolute":10#"minimumPhysBaseDmg":5},{}
34131053,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"minimumPhysBaseDmg":1},{}
34131054,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131055,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131056,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131057,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131058,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131059,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131060,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"manaRecoveryAbsolute":8#"minimumPhysBaseDmg":4},{}
34131061,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":10#"manaRecoveryAbsolute":15#"minimumPhysBaseDmg":5},{}
34132001,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":4#"maximumPhysBaseDmg":8#"minimumPhysBaseDmg":1},{}
34132002,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"manaRecoveryAbsolute":6#"minimumPhysBaseDmg":1},{}
34132003,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":1#"maximumPhysBaseDmg":2#"minimumPhysBaseDmg":1},{}
34132004,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"manaRecoveryAbsolute":6#"minimumPhysBaseDmg":3},{}
34132005,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"minimumPhysBaseDmg":1},{}
34132006,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":2#"maximumPhysBaseDmg":4#"minimumPhysBaseDmg":1},{}
34132007,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":8#"maximumPhysBaseDmg":16#"manaRecoveryAbsolute":16#"minimumPhysBaseDmg":6},{}
34132008,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":2#"maximumPhysBaseDmg":4#"minimumPhysBaseDmg":1},{}
34132009,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":6#"maximumPhysBaseDmg":10#"manaRecoveryAbsolute":10#"minimumPhysBaseDmg":5},{}
34132010,0,2,1,,,,,,,,-9999,-9999,,,,,1#90&2#80&3#50&4#30,4,,,,1,100,,,,1,,,,,,,,,,,,,,,,,,,,{"defenseBase":3#"maximumPhysBaseDmg":6#"minimumPhysBaseDmg":1},{}
