技能ID,技能名称,升级经验,技能类型,技能脚本,伤害类型,学习职业,学习等级,魔法消耗,作用目标类型,攻击范围类型,攻击范围,攻速类型,CD时间（重新检查）,僵直时间,技能仇恨值,最大攻击数量,BUFF,子技能,施放距离,显示组别,组别icon,伤害飘字段数,伤害延迟
12240211,旋转乾坤,-1,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
12240212,旋转乾坤,-1,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
12240213,旋转乾坤,-1,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
12240214,旋转乾坤,-1,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
12240215,旋转乾坤,-1,1,hurt,1,322#422#522#622#722#822#922,120,260,1,0,,12,2000,1800,100,1,,,2,2,32000800,100,400
12250101,三彻连环,0,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250102,三彻连环,0,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250103,三彻连环,0,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250104,三彻连环,0,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250105,三彻连环,0,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250106,三彻连环,0,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250107,三彻连环,0,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250108,三彻连环,0,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250109,三彻连环,0,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250110,三彻连环,-1,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250111,三彻连环,-1,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250112,三彻连环,-1,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250113,三彻连环,-1,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250114,三彻连环,-1,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250115,三彻连环,-1,1,hurt,1,312#412#512#612#712#812#912,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,22000800,100,680
12250201,轻扫回旋,0,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12250202,轻扫回旋,0,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12250203,轻扫回旋,0,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12250204,轻扫回旋,0,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12250205,轻扫回旋,0,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12250206,轻扫回旋,0,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12250207,轻扫回旋,0,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12250208,轻扫回旋,0,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12250209,轻扫回旋,0,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12250210,轻扫回旋,-1,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12250211,轻扫回旋,-1,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12250212,轻扫回旋,-1,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12250213,轻扫回旋,-1,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12250214,轻扫回旋,-1,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12250215,轻扫回旋,-1,1,hurt,1,322#422#522#622#722#822#922,120,280,1,1,12210200,12,2000,1800,100,3,,,2,2,32000800,100,700
12260101,卧龙啸天,0,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260102,卧龙啸天,0,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260103,卧龙啸天,0,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260104,卧龙啸天,0,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260105,卧龙啸天,0,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260106,卧龙啸天,0,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260107,卧龙啸天,0,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260108,卧龙啸天,0,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260109,卧龙啸天,0,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260110,卧龙啸天,-1,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260111,卧龙啸天,-1,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260112,卧龙啸天,-1,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260113,卧龙啸天,-1,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260114,卧龙啸天,-1,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260115,卧龙啸天,-1,1,hurt,1,312#412#512#612#712#812#912,130,300,1,0,,12,2000,1800,100,1,,,2,3,22000900,100,750
12260201,血龙出海,0,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12260202,血龙出海,0,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12260203,血龙出海,0,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12260204,血龙出海,0,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12260205,血龙出海,0,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12260206,血龙出海,0,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12260207,血龙出海,0,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12260208,血龙出海,0,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12260209,血龙出海,0,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12260210,血龙出海,-1,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12260211,血龙出海,-1,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12260212,血龙出海,-1,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12260213,血龙出海,-1,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12260214,血龙出海,-1,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12260215,血龙出海,-1,1,hurt,1,322#422#522#622#722#822#922,130,300,1,0,,12,2000,1800,100,1,,,2,3,32000900,100,800
12270101,万仙朝宗,0,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270102,万仙朝宗,0,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270103,万仙朝宗,0,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270104,万仙朝宗,0,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270105,万仙朝宗,0,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270106,万仙朝宗,0,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270107,万仙朝宗,0,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270108,万仙朝宗,0,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270109,万仙朝宗,0,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270110,万仙朝宗,-1,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270111,万仙朝宗,-1,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270112,万仙朝宗,-1,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270113,万仙朝宗,-1,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270114,万仙朝宗,-1,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270115,万仙朝宗,-1,1,hurt,1,312#412#512#612#712#812#912,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,22000900,100,950
12270201,三界俯首,0,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12270202,三界俯首,0,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12270203,三界俯首,0,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12270204,三界俯首,0,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12270205,三界俯首,0,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12270206,三界俯首,0,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12270207,三界俯首,0,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12270208,三界俯首,0,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12270209,三界俯首,0,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12270210,三界俯首,-1,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12270211,三界俯首,-1,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12270212,三界俯首,-1,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12270213,三界俯首,-1,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12270214,三界俯首,-1,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12270215,三界俯首,-1,1,hurt,1,322#422#522#622#722#822#922,130,320,1,1,12210200,12,2000,1800,100,3,,,2,3,32000900,100,950
12510101,无极玄经,-1,2,buff,1,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,80,100,2,0,,0,10000,500,100,1,,,9,2,11000100,,
13010101,冷月寒杀,-1,1,hurt,1,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,10,5,1,0,,0,2000,1800,100,1,,,5,1,13000100,100,1200
13020101,残月破魔,-1,1,hurt,1,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,20,10,1,0,,0,2000,1800,100,1,,,5,1,13000100,100,1000
13030101,日月同辉,-1,1,hurt,1,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,30,15,1,0,,0,2000,1800,100,1,,,5,1,13000100,100,1300
13040101,流星赶月,-1,1,hurt,1,313#413#513#613#713#813#913,35,20,1,0,,0,2000,1800,100,1,,,5,2,23000100,40#60,600
13040201,残箭摄魂,-1,1,hurt,1,323#423#523#623#723#823#923,35,20,1,0,,0,2000,1800,100,1,,,5,2,33000100,40#60,1000
13050101,流星飞电,-1,1,hurt,1,313#413#513#613#713#813#913,45,25,1,0,,0,2000,1800,100,1,,,5,2,23000100,40#60,1000
13050201,幽冥鬼矢,-1,1,hurt,1,323#423#523#623#723#823#923,45,25,1,0,,0,2000,1800,100,1,,,5,2,33000100,40#60,1000
13060101,光芒万丈,-1,1,hurt,1,313#413#513#613#713#813#913,55,35,1,0,,0,2000,1800,100,1,,,5,2,23000100,100,1000
13060201,魂飞魄散,-1,1,hurt,1,323#423#523#623#723#823#923,55,35,1,0,,0,2000,1800,100,1,,,5,2,33000100,100,1150
13070101,丹凤朝阳,-1,1,hurt,1,313#413#513#613#713#813#913,60,35,1,0,,0,2000,1800,100,1,,,5,3,23000200,25#35#40,1000
13070201,魔焰吞天,-1,1,hurt,1,323#423#523#623#723#823#923,60,35,1,0,,0,2000,1800,100,1,,,5,3,33000200,100,1000
13080101,孤凤奔月,-1,1,hurt,1,313#413#513#613#713#813#913,64,40,1,0,,0,2000,1800,100,1,,,5,3,23000200,40#60,800
13080201,逆魔缠身,-1,1,hurt,1,323#423#523#623#723#823#923,64,40,1,0,,0,2000,1800,100,1,,,5,3,33000200,40#60,1000
13090101,凤翼天翔,-1,1,hurt,1,313#413#513#613#713#813#913,68,45,1,0,,0,2000,1800,100,1,,,5,3,23000200,25#35#40,500
13090201,群魔血舞,-1,1,hurt,1,323#423#523#623#723#823#923,68,45,1,0,,0,2000,1800,100,1,,,5,3,33000200,40#60,1000
13100101,御箭伏魔,-1,1,hurt,1,313#413#513#613#713#813#913,71,50,1,0,,0,2000,1800,100,1,,,5,4,23000300,100,1000
13100201,血影狂杀,-1,1,hurt,1,323#423#523#623#723#823#923,71,50,1,0,,0,2000,1800,100,1,,,5,4,33000300,100,1000
13110101,除恶务尽,-1,1,hurt,1,313#413#513#613#713#813#913,74,55,1,0,,0,2000,1800,100,1,,,5,4,23000300,100,1200
13110102,真·除恶务尽,-1,1,hurt,1,313#413#513#613#713#813#913,74,55,1,0,,0,2000,1800,100,1,,,5,4,23000300,100,1200
13110201,凝魂摄血,-1,1,hurt,1,323#423#523#623#723#823#923,74,55,1,0,,0,2000,1800,100,1,,,5,4,33000300,40#60,500
13110202,真·凝魂摄血,-1,1,hurt,1,323#423#523#623#723#823#923,74,55,1,0,,0,2000,1800,100,1,,,5,4,33000300,40#60,500
13120101,万箭破魔,-1,1,hurt,1,313#413#513#613#713#813#913,77,60,1,0,,0,2000,1800,100,1,,,5,4,23000300,100,1200
13120102,真·万箭破魔,-1,1,hurt,1,313#413#513#613#713#813#913,77,60,1,1,13120100,0,2000,1800,100,3,,,5,4,23000300,100,1200
13120201,见血封喉,-1,1,hurt,1,323#423#523#623#723#823#923,77,60,1,0,,0,2000,1800,100,1,,,5,4,33000300,100,1200
13120202,真·见血封喉,-1,1,hurt,1,323#423#523#623#723#823#923,77,60,1,1,13120200,0,2000,1800,100,3,,,5,4,33000300,100,1200
13130101,惊涛拍岸,-1,1,hurt,1,313#413#513#613#713#813#913,80,70,1,0,,0,2000,1800,100,1,,,5,5,23000400,100,1000
13130201,箭落残阳,-1,1,hurt,1,323#423#523#623#723#823#923,80,70,1,0,,0,2000,1800,100,1,,,5,5,33000400,100,1200
13140101,狂风巨浪,-1,1,hurt,1,313#413#513#613#713#813#913,84,80,1,0,,0,2000,1800,100,1,,,5,5,23000400,40#60,400
13140102,真·狂风巨浪,-1,1,hurt,1,313#413#513#613#713#813#913,84,80,1,0,,0,2000,1800,100,1,,,5,5,23000400,40#60,400
13140201,鬼哭神嚎,-1,1,hurt,1,323#423#523#623#723#823#923,84,80,1,0,,0,2000,1800,100,1,,,5,5,33000400,100,1200
13140202,真·鬼哭神嚎,-1,1,hurt,1,323#423#523#623#723#823#923,84,80,1,0,,0,2000,1800,100,1,,,5,5,33000400,100,1200
13150101,大海无量,-1,1,hurt,1,313#413#513#613#713#813#913,88,90,1,0,,0,2000,1800,100,1,,,5,5,23000400,40#60,1000
13150102,真·大海无量,-1,1,hurt,1,313#413#513#613#713#813#913,88,90,1,1,13150100,0,2000,1800,100,3,,,5,5,23000400,40#60,1000
13150201,天地俱灭,-1,1,hurt,1,323#423#523#623#723#823#923,88,90,1,0,,0,2000,1800,100,1,,,5,5,33000400,25#35#40,500
13150202,真·天地俱灭,-1,1,hurt,1,323#423#523#623#723#823#923,88,90,1,1,13150200,0,2000,1800,100,3,,,5,5,33000400,25#35#40,500
13160101,强弓落日,-1,1,hurt,1,313#413#513#613#713#813#913,91,120,1,0,,0,2000,1800,100,1,,,5,6,23000500,40#60,1000
13160201,阴云蔽日,-1,1,hurt,1,323#423#523#623#723#823#923,91,120,1,0,,0,2000,1800,100,1,,,5,6,33000500,40#60,400
13170101,烈焰焚天,-1,1,hurt,1,313#413#513#613#713#813#913,94,130,1,0,,0,2000,1800,100,1,,,5,6,23000500,25#35#40,300
13170102,真·烈焰焚天,-1,1,hurt,1,313#413#513#613#713#813#913,94,130,1,0,,0,2000,1800,100,1,,,5,6,23000500,25#35#40,300
13170201,九阴破血,-1,1,hurt,1,323#423#523#623#723#823#923,94,130,1,0,,0,2000,1800,100,1,,,5,6,33000500,25#35#40,400
13170202,真·九阴破血,-1,1,hurt,1,323#423#523#623#723#823#923,94,130,1,0,,0,2000,1800,100,1,,,5,6,33000500,25#35#40,400
13180101,天崩地裂,-1,1,hurt,1,313#413#513#613#713#813#913,97,140,1,0,,0,2000,1800,100,1,,,5,6,23000500,25#35#40,400
13180102,真·天崩地裂,-1,1,hurt,1,313#413#513#613#713#813#913,97,140,1,1,13180100,0,2000,1800,100,3,,,5,6,23000500,25#35#40,400
13180201,阴月狂杀,-1,1,hurt,1,323#423#523#623#723#823#923,97,140,1,0,,0,2000,1800,100,1,,,5,6,33000500,25#35#40,400
13180202,真·阴月狂杀,-1,1,hurt,1,323#423#523#623#723#823#923,97,140,1,1,13180200,0,2000,1800,100,3,,,5,6,33000500,25#35#40,400
13190101,狂矢追夕,-1,1,hurt,1,313#413#513#613#713#813#913,100,160,1,0,,0,2000,1800,100,1,,,5,7,23000600,25#35#40,400
13190201,魔谕流星,-1,1,hurt,1,323#423#523#623#723#823#923,100,160,1,0,,0,2000,1800,100,1,,,5,7,33000600,40#60,500
13200101,箭破残阳,-1,1,hurt,1,313#413#513#613#713#813#913,104,180,1,0,,0,2000,1800,100,1,,,5,7,23000600,40#60,500
13200102,真·箭破残阳,-1,1,hurt,1,313#413#513#613#713#813#913,104,180,1,0,,0,2000,1800,100,1,,,5,7,23000600,40#60,500
13200201,魔谕狂电,-1,1,hurt,1,323#423#523#623#723#823#923,104,180,1,0,,0,2000,1800,100,1,,,5,7,33000600,40#60,500
13200202,真·魔谕狂电,-1,1,hurt,1,323#423#523#623#723#823#923,104,180,1,0,,0,2000,1800,100,1,,,5,7,33000600,40#60,500
13210101,偷天换日,-1,1,hurt,1,313#413#513#613#713#813#913,108,200,1,0,,0,2000,1800,100,1,,,5,7,23000600,100,1000
13210102,真·偷天换日,-1,1,hurt,1,313#413#513#613#713#813#913,108,200,1,1,13210100,0,2000,1800,100,3,,,5,7,23000600,100,1000
13210201,魔谕奔雷,-1,1,hurt,1,323#423#523#623#723#823#923,108,200,1,0,,0,2000,1800,100,1,,,5,7,33000600,100,1000
13210202,真·魔谕奔雷,-1,1,hurt,1,323#423#523#623#723#823#923,108,200,1,1,13210200,0,2000,1800,100,3,,,5,7,33000600,100,1000
13220101,奇鲲缚灵旨,0,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220102,奇鲲缚灵旨,0,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220103,奇鲲缚灵旨,0,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220104,奇鲲缚灵旨,0,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220105,奇鲲缚灵旨,0,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220106,奇鲲缚灵旨,0,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220107,奇鲲缚灵旨,0,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220108,奇鲲缚灵旨,0,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220109,奇鲲缚灵旨,0,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220110,奇鲲缚灵旨,-1,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220111,奇鲲缚灵旨,-1,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220112,奇鲲缚灵旨,-1,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220113,奇鲲缚灵旨,-1,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220114,奇鲲缚灵旨,-1,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220115,奇鲲缚灵旨,-1,1,hurt,1,313#413#513#613#713#813#913,115,220,1,0,,0,2000,1800,100,1,,,5,1,23000700,100,400
13220201,焚元开沌通,0,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13220202,焚元开沌通,0,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13220203,焚元开沌通,0,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13220204,焚元开沌通,0,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13220205,焚元开沌通,0,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13220206,焚元开沌通,0,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13220207,焚元开沌通,0,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13220208,焚元开沌通,0,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13220209,焚元开沌通,0,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13220210,焚元开沌通,-1,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13220211,焚元开沌通,-1,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13220212,焚元开沌通,-1,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13220213,焚元开沌通,-1,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13220214,焚元开沌通,-1,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13220215,焚元开沌通,-1,1,hurt,1,323#423#523#623#723#823#923,115,220,1,0,,0,2000,1800,100,1,,,5,1,33000700,40#60,1400
13230101,踏日落伏旨,0,1,hurt,1,313#413#513#613#713#813#913,115,240,1,1,13210200,0,2000,1800,100,3,,,5,1,23000700,100,1000
13230102,踏日落伏旨,0,1,hurt,1,313#413#513#613#713#813#913,115,240,1,1,13210200,0,2000,1800,100,3,,,5,1,23000700,100,1000
