BUFFid,BUFF名称,BUFF类型,BUFF子类型,BUFF参数,BUFF参数2,BUFF参数3,触发时机,首次执行延迟,执行间隔,消除类型,执行对象,是否可共存,优先级,持续时间参数,BUFF属性,buff群,该buff无法覆盖,BUFF属性组,buff描述,进试炼塔是否清除该buff,buff伤害是否独立飘数字,buff效果文字飘字,战力值
201400018,穷途末路Lv.18,16,1617,1350#2500,201060001#201060002#201060003#201060004#201060005#201060006#201060007#201060008#201060009#201060010#201060011#201060012#201060013#201060014#201060015#201060016#201060017#201060018#201060019#201060020#201060021#201060022#201060023#201060024#201060025#201060026#201060027#201060028#201060029#201060030#201060031#201060032#201060033#201060034#201060035#201060036#201060037#201060038#201060039#201060040#201060041#201060042#201060043#201060044#201060045#201060046#201060047#201060048#201060049#201060050#201060051#201060052#201060053#201060054#201060055#201060056#201060057#201060058#201060059#201060060#201060061#201060062#201060063#201060064#201060065#201060066#201060067#201060068#201060069#201060070#201060071#201060072#201060073#201060074#201060075#201060076#201060077#201060078#201060079#201060080#201060081#201060082#201060083#201060084#201060085#201060086#201060087#201060088#201060089#201060090#201060091#201060092#201060093#201060094#201060095#201060096#201060097#201060098#201060099#201060100,,0,0,0,13,5,201400001,18,,,,,{"moveSpeed_mul":0},,,,qtml,
201400019,穷途末路Lv.19,16,1617,1400#2500,201060001#201060002#201060003#201060004#201060005#201060006#201060007#201060008#201060009#201060010#201060011#201060012#201060013#201060014#201060015#201060016#201060017#201060018#201060019#201060020#201060021#201060022#201060023#201060024#201060025#201060026#201060027#201060028#201060029#201060030#201060031#201060032#201060033#201060034#201060035#201060036#201060037#201060038#201060039#201060040#201060041#201060042#201060043#201060044#201060045#201060046#201060047#201060048#201060049#201060050#201060051#201060052#201060053#201060054#201060055#201060056#201060057#201060058#201060059#201060060#201060061#201060062#201060063#201060064#201060065#201060066#201060067#201060068#201060069#201060070#201060071#201060072#201060073#201060074#201060075#201060076#201060077#201060078#201060079#201060080#201060081#201060082#201060083#201060084#201060085#201060086#201060087#201060088#201060089#201060090#201060091#201060092#201060093#201060094#201060095#201060096#201060097#201060098#201060099#201060100,,0,0,0,13,5,201400001,19,,,,,{"moveSpeed_mul":0},,,,qtml,
201400020,穷途末路Lv.20,16,1617,1450#2500,201060001#201060002#201060003#201060004#201060005#201060006#201060007#201060008#201060009#201060010#201060011#201060012#201060013#201060014#201060015#201060016#201060017#201060018#201060019#201060020#201060021#201060022#201060023#201060024#201060025#201060026#201060027#201060028#201060029#201060030#201060031#201060032#201060033#201060034#201060035#201060036#201060037#201060038#201060039#201060040#201060041#201060042#201060043#201060044#201060045#201060046#201060047#201060048#201060049#201060050#201060051#201060052#201060053#201060054#201060055#201060056#201060057#201060058#201060059#201060060#201060061#201060062#201060063#201060064#201060065#201060066#201060067#201060068#201060069#201060070#201060071#201060072#201060073#201060074#201060075#201060076#201060077#201060078#201060079#201060080#201060081#201060082#201060083#201060084#201060085#201060086#201060087#201060088#201060089#201060090#201060091#201060092#201060093#201060094#201060095#201060096#201060097#201060098#201060099#201060100,,0,0,0,13,5,201400001,20,,,,,{"moveSpeed_mul":0},,,,qtml,
201400021,穷途末路Lv.21,16,1617,1480#2500,201060001#201060002#201060003#201060004#201060005#201060006#201060007#201060008#201060009#201060010#201060011#201060012#201060013#201060014#201060015#201060016#201060017#201060018#201060019#201060020#201060021#201060022#201060023#201060024#201060025#201060026#201060027#201060028#201060029#201060030#201060031#201060032#201060033#201060034#201060035#201060036#201060037#201060038#201060039#201060040#201060041#201060042#201060043#201060044#201060045#201060046#201060047#201060048#201060049#201060050#201060051#201060052#201060053#201060054#201060055#201060056#201060057#201060058#201060059#201060060#201060061#201060062#201060063#201060064#201060065#201060066#201060067#201060068#201060069#201060070#201060071#201060072#201060073#201060074#201060075#201060076#201060077#201060078#201060079#201060080#201060081#201060082#201060083#201060084#201060085#201060086#201060087#201060088#201060089#201060090#201060091#201060092#201060093#201060094#201060095#201060096#201060097#201060098#201060099#201060100,,0,0,0,13,5,201400001,21,,,,,{"moveSpeed_mul":0},,,,qtml,
201400022,穷途末路Lv.22,16,1617,1510#2500,201060001#201060002#201060003#201060004#201060005#201060006#201060007#201060008#201060009#201060010#201060011#201060012#201060013#201060014#201060015#201060016#201060017#201060018#201060019#201060020#201060021#201060022#201060023#201060024#201060025#201060026#201060027#201060028#201060029#201060030#201060031#201060032#201060033#201060034#201060035#201060036#201060037#201060038#201060039#201060040#201060041#201060042#201060043#201060044#201060045#201060046#201060047#201060048#201060049#201060050#201060051#201060052#201060053#201060054#201060055#201060056#201060057#201060058#201060059#201060060#201060061#201060062#201060063#201060064#201060065#201060066#201060067#201060068#201060069#201060070#201060071#201060072#201060073#201060074#201060075#201060076#201060077#201060078#201060079#201060080#201060081#201060082#201060083#201060084#201060085#201060086#201060087#201060088#201060089#201060090#201060091#201060092#201060093#201060094#201060095#201060096#201060097#201060098#201060099#201060100,,0,0,0,13,5,201400001,22,,,,,{"moveSpeed_mul":0},,,,qtml,
201400023,穷途末路Lv.23,16,1617,1540#2500,201060001#201060002#201060003#201060004#201060005#201060006#201060007#201060008#201060009#201060010#201060011#201060012#201060013#201060014#201060015#201060016#201060017#201060018#201060019#201060020#201060021#201060022#201060023#201060024#201060025#201060026#201060027#201060028#201060029#201060030#201060031#201060032#201060033#201060034#201060035#201060036#201060037#201060038#201060039#201060040#201060041#201060042#201060043#201060044#201060045#201060046#201060047#201060048#201060049#201060050#201060051#201060052#201060053#201060054#201060055#201060056#201060057#201060058#201060059#201060060#201060061#201060062#201060063#201060064#201060065#201060066#201060067#201060068#201060069#201060070#201060071#201060072#201060073#201060074#201060075#201060076#201060077#201060078#201060079#201060080#201060081#201060082#201060083#201060084#201060085#201060086#201060087#201060088#201060089#201060090#201060091#201060092#201060093#201060094#201060095#201060096#201060097#201060098#201060099#201060100,,0,0,0,13,5,201400001,23,,,,,{"moveSpeed_mul":0},,,,qtml,
201400024,穷途末路Lv.24,16,1617,1570#2500,201060001#201060002#201060003#201060004#201060005#201060006#201060007#201060008#201060009#201060010#201060011#201060012#201060013#201060014#201060015#201060016#201060017#201060018#201060019#201060020#201060021#201060022#201060023#201060024#201060025#201060026#201060027#201060028#201060029#201060030#201060031#201060032#201060033#201060034#201060035#201060036#201060037#201060038#201060039#201060040#201060041#201060042#201060043#201060044#201060045#201060046#201060047#201060048#201060049#201060050#201060051#201060052#201060053#201060054#201060055#201060056#201060057#201060058#201060059#201060060#201060061#201060062#201060063#201060064#201060065#201060066#201060067#201060068#201060069#201060070#201060071#201060072#201060073#201060074#201060075#201060076#201060077#201060078#201060079#201060080#201060081#201060082#201060083#201060084#201060085#201060086#201060087#201060088#201060089#201060090#201060091#201060092#201060093#201060094#201060095#201060096#201060097#201060098#201060099#201060100,,0,0,0,13,5,201400001,24,,,,,{"moveSpeed_mul":0},,,,qtml,
201400025,穷途末路Lv.25,16,1617,1600#2500,201060001#201060002#201060003#201060004#201060005#201060006#201060007#201060008#201060009#201060010#201060011#201060012#201060013#201060014#201060015#201060016#201060017#201060018#201060019#201060020#201060021#201060022#201060023#201060024#201060025#201060026#201060027#201060028#201060029#201060030#201060031#201060032#201060033#201060034#201060035#201060036#201060037#201060038#201060039#201060040#201060041#201060042#201060043#201060044#201060045#201060046#201060047#201060048#201060049#201060050#201060051#201060052#201060053#201060054#201060055#201060056#201060057#201060058#201060059#201060060#201060061#201060062#201060063#201060064#201060065#201060066#201060067#201060068#201060069#201060070#201060071#201060072#201060073#201060074#201060075#201060076#201060077#201060078#201060079#201060080#201060081#201060082#201060083#201060084#201060085#201060086#201060087#201060088#201060089#201060090#201060091#201060092#201060093#201060094#201060095#201060096#201060097#201060098#201060099#201060100,,0,0,0,13,5,201400001,25,,,,,{"moveSpeed_mul":0},,,,qtml,
201400026,穷途末路Lv.26,16,1617,1620#2500,201060001#201060002#201060003#201060004#201060005#201060006#201060007#201060008#201060009#201060010#201060011#201060012#201060013#201060014#201060015#201060016#201060017#201060018#201060019#201060020#201060021#201060022#201060023#201060024#201060025#201060026#201060027#201060028#201060029#201060030#201060031#201060032#201060033#201060034#201060035#201060036#201060037#201060038#201060039#201060040#201060041#201060042#201060043#201060044#201060045#201060046#201060047#201060048#201060049#201060050#201060051#201060052#201060053#201060054#201060055#201060056#201060057#201060058#201060059#201060060#201060061#201060062#201060063#201060064#201060065#201060066#201060067#201060068#201060069#201060070#201060071#201060072#201060073#201060074#201060075#201060076#201060077#201060078#201060079#201060080#201060081#201060082#201060083#201060084#201060085#201060086#201060087#201060088#201060089#201060090#201060091#201060092#201060093#201060094#201060095#201060096#201060097#201060098#201060099#201060100,,0,0,0,13,5,201400001,26,,,,,{"moveSpeed_mul":0},,,,qtml,
201400027,穷途末路Lv.27,16,1617,1640#2500,201060001#201060002#201060003#201060004#201060005#201060006#201060007#201060008#201060009#201060010#201060011#201060012#201060013#201060014#201060015#201060016#201060017#201060018#201060019#201060020#201060021#201060022#201060023#201060024#201060025#201060026#201060027#201060028#201060029#201060030#201060031#201060032#201060033#201060034#201060035#201060036#201060037#201060038#201060039#201060040#201060041#201060042#201060043#201060044#201060045#201060046#201060047#201060048#201060049#201060050#201060051#201060052#201060053#201060054#201060055#201060056#201060057#201060058#201060059#201060060#201060061#201060062#201060063#201060064#201060065#201060066#201060067#201060068#201060069#201060070#201060071#201060072#201060073#201060074#201060075#201060076#201060077#201060078#201060079#201060080#201060081#201060082#201060083#201060084#201060085#201060086#201060087#201060088#201060089#201060090#201060091#201060092#201060093#201060094#201060095#201060096#201060097#201060098#201060099#201060100,,0,0,0,13,5,201400001,27,,,,,{"moveSpeed_mul":0},,,,qtml,
201400028,穷途末路Lv.28,16,1617,1660#2500,201060001#201060002#201060003#201060004#201060005#201060006#201060007#201060008#201060009#201060010#201060011#201060012#201060013#201060014#201060015#201060016#201060017#201060018#201060019#201060020#201060021#201060022#201060023#201060024#201060025#201060026#201060027#201060028#201060029#201060030#201060031#201060032#201060033#201060034#201060035#201060036#201060037#201060038#201060039#201060040#201060041#201060042#201060043#201060044#201060045#201060046#201060047#201060048#201060049#201060050#201060051#201060052#201060053#201060054#201060055#201060056#201060057#201060058#201060059#201060060#201060061#201060062#201060063#201060064#201060065#201060066#201060067#201060068#201060069#201060070#201060071#201060072#201060073#201060074#201060075#201060076#201060077#201060078#201060079#201060080#201060081#201060082#201060083#201060084#201060085#201060086#201060087#201060088#201060089#201060090#201060091#201060092#201060093#201060094#201060095#201060096#201060097#201060098#201060099#201060100,,0,0,0,13,5,201400001,28,,,,,{"moveSpeed_mul":0},,,,qtml,
201400029,穷途末路Lv.29,16,1617,1680#2500,201060001#201060002#201060003#201060004#201060005#201060006#201060007#201060008#201060009#201060010#201060011#201060012#201060013#201060014#201060015#201060016#201060017#201060018#201060019#201060020#201060021#201060022#201060023#201060024#201060025#201060026#201060027#201060028#201060029#201060030#201060031#201060032#201060033#201060034#201060035#201060036#201060037#201060038#201060039#201060040#201060041#201060042#201060043#201060044#201060045#201060046#201060047#201060048#201060049#201060050#201060051#201060052#201060053#201060054#201060055#201060056#201060057#201060058#201060059#201060060#201060061#201060062#201060063#201060064#201060065#201060066#201060067#201060068#201060069#201060070#201060071#201060072#201060073#201060074#201060075#201060076#201060077#201060078#201060079#201060080#201060081#201060082#201060083#201060084#201060085#201060086#201060087#201060088#201060089#201060090#201060091#201060092#201060093#201060094#201060095#201060096#201060097#201060098#201060099#201060100,,0,0,0,13,5,201400001,29,,,,,{"moveSpeed_mul":0},,,,qtml,
201400030,穷途末路Lv.30,16,1617,1700#2500,201060001#201060002#201060003#201060004#201060005#201060006#201060007#201060008#201060009#201060010#201060011#201060012#201060013#201060014#201060015#201060016#201060017#201060018#201060019#201060020#201060021#201060022#201060023#201060024#201060025#201060026#201060027#201060028#201060029#201060030#201060031#201060032#201060033#201060034#201060035#201060036#201060037#201060038#201060039#201060040#201060041#201060042#201060043#201060044#201060045#201060046#201060047#201060048#201060049#201060050#201060051#201060052#201060053#201060054#201060055#201060056#201060057#201060058#201060059#201060060#201060061#201060062#201060063#201060064#201060065#201060066#201060067#201060068#201060069#201060070#201060071#201060072#201060073#201060074#201060075#201060076#201060077#201060078#201060079#201060080#201060081#201060082#201060083#201060084#201060085#201060086#201060087#201060088#201060089#201060090#201060091#201060092#201060093#201060094#201060095#201060096#201060097#201060098#201060099#201060100,,0,0,0,13,5,201400001,30,,,,,{"moveSpeed_mul":0},,,,qtml,
201410001,天地同寿,17,1717,10000#10000#2,201410051,,0,0,0,13,5,201410001,1,,,,,{"moveSpeed_mul":0},,,,tdts,
201410002,天地同寿,17,1717,10000#10000#2,201410052,,0,0,0,13,5,201410001,2,,,,,{"moveSpeed_mul":0},,,,tdts,
201410003,天地同寿,17,1717,10000#10000#2,201410053,,0,0,0,13,5,201410001,3,,,,,{"moveSpeed_mul":0},,,,tdts,
201410004,天地同寿,17,1717,10000#10000#2,201410054,,0,0,0,13,5,201410001,4,,,,,{"moveSpeed_mul":0},,,,tdts,
201410005,天地同寿,17,1717,10000#10000#2,201410055,,0,0,0,13,5,201410001,5,,,,,{"moveSpeed_mul":0},,,,tdts,
201410006,天地同寿,17,1717,10000#10000#2,201410056,,0,0,0,13,5,201410001,6,,,,,{"moveSpeed_mul":0},,,,tdts,
201410007,天地同寿,17,1717,10000#10000#2,201410057,,0,0,0,13,5,201410001,7,,,,,{"moveSpeed_mul":0},,,,tdts,
201410008,天地同寿,17,1717,10000#10000#2,201410058,,0,0,0,13,5,201410001,8,,,,,{"moveSpeed_mul":0},,,,tdts,
201410009,天地同寿,17,1717,10000#10000#2,201410059,,0,0,0,13,5,201410001,9,,,,,{"moveSpeed_mul":0},,,,tdts,
201410010,天地同寿,17,1717,10000#10000#2,201410060,,0,0,0,13,5,201410001,10,,,,,{"moveSpeed_mul":0},,,,tdts,
201410011,天地同寿,17,1717,10000#10000#2,201410061,,0,0,0,13,5,201410001,11,,,,,{"moveSpeed_mul":0},,,,tdts,
201410012,天地同寿,17,1717,10000#10000#2,201410062,,0,0,0,13,5,201410001,12,,,,,{"moveSpeed_mul":0},,,,tdts,
201410013,天地同寿,17,1717,10000#10000#2,201410063,,0,0,0,13,5,201410001,13,,,,,{"moveSpeed_mul":0},,,,tdts,
201410014,天地同寿,17,1717,10000#10000#2,201410064,,0,0,0,13,5,201410001,14,,,,,{"moveSpeed_mul":0},,,,tdts,
201410015,天地同寿,17,1717,10000#10000#2,201410065,,0,0,0,13,5,201410001,15,,,,,{"moveSpeed_mul":0},,,,tdts,
201410016,天地同寿,17,1717,10000#10000#2,201410066,,0,0,0,13,5,201410001,16,,,,,{"moveSpeed_mul":0},,,,tdts,
201410017,天地同寿,17,1717,10000#10000#2,201410067,,0,0,0,13,5,201410001,17,,,,,{"moveSpeed_mul":0},,,,tdts,
201410018,天地同寿,17,1717,10000#10000#2,201410068,,0,0,0,13,5,201410001,18,,,,,{"moveSpeed_mul":0},,,,tdts,
201410019,天地同寿,17,1717,10000#10000#2,201410069,,0,0,0,13,5,201410001,19,,,,,{"moveSpeed_mul":0},,,,tdts,
201410020,天地同寿,17,1717,10000#10000#2,201410070,,0,0,0,13,5,201410001,20,,,,,{"moveSpeed_mul":0},,,,tdts,
201410021,天地同寿,17,1717,10000#10000#2,201410071,,0,0,0,13,5,201410001,21,,,,,{"moveSpeed_mul":0},,,,tdts,
201410022,天地同寿,17,1717,10000#10000#2,201410072,,0,0,0,13,5,201410001,22,,,,,{"moveSpeed_mul":0},,,,tdts,
201410023,天地同寿,17,1717,10000#10000#2,201410073,,0,0,0,13,5,201410001,23,,,,,{"moveSpeed_mul":0},,,,tdts,
201410024,天地同寿,17,1717,10000#10000#2,201410074,,0,0,0,13,5,201410001,24,,,,,{"moveSpeed_mul":0},,,,tdts,
201410025,天地同寿,17,1717,10000#10000#2,201410075,,0,0,0,13,5,201410001,25,,,,,{"moveSpeed_mul":0},,,,tdts,
201410026,天地同寿,17,1717,10000#10000#2,201410076,,0,0,0,13,5,201410001,26,,,,,{"moveSpeed_mul":0},,,,tdts,
201410027,天地同寿,17,1717,10000#10000#2,201410077,,0,0,0,13,5,201410001,27,,,,,{"moveSpeed_mul":0},,,,tdts,
201410028,天地同寿,17,1717,10000#10000#2,201410078,,0,0,0,13,5,201410001,28,,,,,{"moveSpeed_mul":0},,,,tdts,
