ID,标识物品废弃,道具名称,图标,道具类型,子类型,X轴,Y轴,使用条件201&$M$2&O7&$P$2&101&$M$2&P7&$P$2&301&$M$2&Q7&$P$2&401&$M$2&R7&$P$2&501&$M$2&S7,可用职业,可用性别,需要等级,阵营要求,特殊归属保护时间,品质,聊天颜色显示,tips颜色显示,战斗力,是否绑定,堆叠数量,使用效果,道具参数,自动使用,使用cd,共用CD组,使用次数,获取次数,拾取次数,整理排序,售价,回收额外获得,捐献贡献,是否可以销毁,拍卖行底价,物品使用条件（服务器）,是否会掉落,服务器日志（记录物品的来源和去向）,掉落日志,道具有效时间,对应非绑定道具id,是否拍卖,价格限制,是否获得即使用,离开副本后道具状态,拍卖公示时间,最小上架数量,推荐价格,竞价幅度,时装标示,死亡购买使用道具,交易行购买后是否变为绑定,日志记录,未拾取邮件补发物品标记,是否可存入仓库,时装系列
1301455,,飞升历练·中,9001090,5,0,1,1,,0,,1,,,5,5,5,,1,99999,3#382,,,,,,,,10130,,,,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301456,,飞升历练·大,9001090,5,0,1,1,,0,,1,,,6,6,6,,1,99999,3#383,,,,,,,,10130,,,,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301457,,520VIP礼包（一）,9001084,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#384,,,,,,,,40000,,,,1,100,1,0,0,1,1#259200000,,,,,,,,,,,,,1,0,1,
1301458,,520VIP礼包（二）,9001083,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#385,,,,,,,,40000,,,,1,100,1,0,0,1,1#259200000,,,,,,,,,,,,,1,0,1,
1301459,,520VIP礼包（三）,9001085,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#386,,,,,,,,40000,,,,1,100,1,0,0,1,1#259200000,,,,,,,,,,,,,1,0,1,
1301460,,520头像礼盒,9001084,5,0,1,1,,0,,0,,,6,6,6,,1,9999,330#387#1000050#520,,,,,,,,40000,,,,1,100,1,0,0,1,1#259200000,,,,,,,,,,,,,1,0,1,
1301461,,520头像框礼盒,9001083,5,0,1,1,,0,,0,,,6,6,6,,1,9999,330#388#1000050#520,,,,,,,,40000,,,,1,100,1,0,0,1,1#259200000,,,,,,,,,,,,,1,0,1,
1301462,,520足迹礼盒,9001085,5,0,1,1,1801#12200021,0,,0,,,6,6,6,,1,9999,3#389,,,,,,,,40000,,,,1,100,1,0,0,1,1#259200000,,,,,,,,,,,,,1,0,1,
1301463,,剑皇剑甲自选箱,9000629,5,0,1,1,,0,,0,,,6,6,6,,1,9999,31#393,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301464,,合服红包·大,9000873,5,0,1,1,,0,,0,,,5,5,5,,1,9999,3#185,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301465,,合服红包·小,9000873,5,0,1,1,,0,,0,,,5,5,5,,1,9999,3#186,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301466,,聚宝币随机箱,9000617,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#394,,,,,,,,40000,,,,1,100,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1301467,,98元充值红包,9001095,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#395,,,,,,,,220003,,,,0,100,1,0,0,1,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1301468,,328元充值红包,9001095,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#396,,,,,,,,220003,,,,0,100,1,0,0,1,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1301469,,寒冰长袍（30天）时装礼盒,9000904,5,0,1,1,,0,,0,,,7,7,7,,1,9999,3#10042,,,,,,,,260000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301470,,侠客之心,9001098,6,0,1,1,,0,,0,,,6,6,6,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301471,,混沌之心,9001099,6,0,1,1,,0,,0,,,6,6,6,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301472,,凝神珠,9001096,3,0,1,1,,0,,0,,,5,5,5,,1,9999,331#500#1301473,,,,,,,,40000,,,,1,100,1,0,0,1,,,,,,,,,,,,,,1,0,0,
1301473,,凝神珠（满）,9001097,3,303,1,1,,0,,0,,,5,5,5,,1,9999,13#200000000#10000,,,,,,,,40000,,,,1,100,1,0,0,1,,,,,,,,,,,,,,1,0,0,
1301474,,强效内攻丹（1小时）,9001101,3,,1,1,,0,,0,,,5,5,5,,1,9999,2#100200336,,,,,,,,30000,,,,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301475,,强效内攻丹（2小时）,9001101,3,,1,1,,0,,0,,,5,5,5,,1,9999,2#100200337,,,,,,,,30000,,,,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301476,,强效内攻丹（3小时）,9001101,3,,1,1,,0,,0,,,5,5,5,,1,9999,2#100200338,,,,,,,,30000,,,,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301477,,内攻丹（24小时）,9001101,3,,1,1,,0,,0,,,5,5,5,,1,9999,2#100200339,,,,,,,,30000,,,,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301478,,端午直播礼盒（一）,9000622,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#410,,,,,,,,40000,,,,1,100,1,0,0,1,1#604800000,,,,,,,,,,,,,1,0,1,
1301479,,端午直播礼盒（二）,9000622,5,0,1,1,101#55,0,,0,,,6,6,6,,1,9999,3#411,,,,,,,,40000,,,,1,100,1,0,0,1,1#604800000,,,,,,,,,,,,,1,0,1,
1301480,,武功金顶礼包,199047,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#413,,,,,,,,40000,,,,1,100,1,0,0,1,,,,,,,,,,,,,,1,0,1,
1301481,,宠物荆棘丹,9001103,3,,1,1,,0,,0,,,5,5,5,,1,9999,332#203290001,,,,,,,,30000,,,,1,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301482,,宠物内攻丹（100）,9001104,3,,1,1,,0,,0,,,5,5,5,,1,9999,332#203300001,,,,,,,,30000,,,,1,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301483,,宠物内攻丹（200）,9001104,3,,1,1,,0,,0,,,5,5,5,,1,9999,332#203310001,,,,,,,,30000,,,,1,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301484,,宠物内攻丹（200）,9001104,3,,1,1,,0,,0,,,5,5,5,,1,9999,332#203320001,,,,,,,,30000,,,,1,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301485,,宠物内攻丹（320）,9001104,3,,1,1,,0,,0,,,5,5,5,,1,9999,332#203330001,,,,,,,,30000,,,,1,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301486,,宠物内攻丹（400）,9001104,3,,1,1,,0,,0,,,5,5,5,,1,9999,332#203340001,,,,,,,,30000,,,,1,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301487,,宠物内攻丹（200）,9001104,3,,1,1,,0,,0,,,5,5,5,,1,9999,332#203350001,,,,,,,,30000,,,,1,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301488,,宠物内攻丹（200）,9001104,3,,1,1,,0,,0,,,5,5,5,,1,9999,332#203360001,,,,,,,,30000,,,,1,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301489,,宠物内攻丹（200）,9001104,3,,1,1,,0,,0,,,5,5,5,,1,9999,332#203370001,,,,,,,,30000,,,,1,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301490,,悬赏免做令,9001151,3,0,1,1,,0,,0,,,6,6,6,,1,9999,,,,,,,,,1100,,,,1,100,1,0,1,0,0,,,,,,,,,,,1,,1,0,1,
1301491,,长白参王,9000073,3,0,1,1,,0,,0,,,6,6,6,,1,9999,333,,,,,,,,20000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301492,,升天气功残页,9001105,6,0,1,1,,0,,0,,,4,4,4,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301493,,火龙宝珠自选箱,9000642,5,0,1,1,,0,,0,,,6,6,6,,1,9999,31#415,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301494,,密路增伤丹,9000874,3,,1,1,,0,,0,,,5,5,5,,1,9999,2#100200340,,,,,,,,30000,,,,1,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301495,,斗战胜佛（男）礼盒,98036,5,0,1,1,,0,,0,,,7,7,7,,1,9999,3#10043,,,,,,,,260000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301496,,斗战胜佛（女）礼盒,198036,5,0,1,1,,0,,0,,,7,7,7,,1,9999,3#10044,,,,,,,,260000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301497,,魂石宝箱,9000621,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#421,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301498,,淬体丹·一品（绑）,9001132,6,0,1,1,,0,,0,,,2,2,2,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,1301533,,,,,,,,,,,,1,0,1,
1301499,,淬体丹·二品（绑）,9001132,6,0,1,1,,0,,0,,,3,3,3,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,1301534,,,,,,,,,,,,1,0,1,
1301500,,淬体丹·三品（绑）,9001132,6,0,1,1,,0,,0,,,4,4,4,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,1301535,,,,,,,,,,,,1,0,1,
1301501,,淬体丹·四品（绑）,9001132,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,1301536,,,,,,,,,,,,1,0,1,
1301502,,淬体丹·五品（绑）,9001132,6,0,1,1,,0,,0,,,6,6,6,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,1301537,,,,,,,,,,,,1,0,1,
1301503,,淬体丹·六品（绑）,9001132,6,0,1,1,,0,,0,,,6,6,6,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,1301538,,,,,,,,,,,,1,0,1,
1301504,,淬体丹·七品（绑）,9001132,6,0,1,1,,0,,0,,,6,6,6,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,1301539,,,,,,,,,,,,1,0,1,
1301505,,兵甲精魄,9001108,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301506,,防具精魄,9001109,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301507,,首饰精魄,9001110,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301508,,天外玄铁·一品,9001111,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#1000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301509,,天外玄铁·二品,9001111,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#2000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301510,,天外玄铁·三品,9001111,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#4000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301511,,天外玄铁·四品,9001111,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#8000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301512,,天外玄铁·五品,9001111,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#12000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301513,,天外玄铁·六品,9001111,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#16000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301514,,天外玄铁·七品,9001111,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#20000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301515,,天蚕丝帛·一品,9001112,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#500,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301516,,天蚕丝帛·二品,9001112,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#1000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301517,,天蚕丝帛·三品,9001112,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#2000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301518,,天蚕丝帛·四品,9001112,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#4000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301519,,天蚕丝帛·五品,9001112,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#6000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301520,,天蚕丝帛·六品,9001112,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#8000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301521,,天蚕丝帛·七品,9001112,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#10000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301522,,玲珑碎钻·一品,9001113,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#750,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301523,,玲珑碎钻·二品,9001113,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#1500,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301524,,玲珑碎钻·三品,9001113,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#3000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301525,,玲珑碎钻·四品,9001113,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#6000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301526,,玲珑碎钻·五品,9001113,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#9000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301527,,玲珑碎钻·六品,9001113,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#12000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301528,,玲珑碎钻·七品,9001113,6,0,1,1,,0,,0,,,5,5,5,,1,99999,,,,,,,,,60000,1000021#15000,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301529,,冰糖葫芦（15天）幻武礼盒,9001119,5,0,1,1,,0,,0,,,7,7,7,,1,9999,3#10045,,,,,,,,60000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301530,,熊仔（7天）时装礼盒,98040,5,0,1,1,,0,,0,,,7,7,7,,1,9999,3#10046,,,,,,,,60000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301531,,青龙币随机箱,9000617,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#422,,,,,,,,40000,,,,1,100,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1301532,,武勋自选宝箱,9000969,5,0,1,1,,0,,0,,,6,6,6,,1,9999,31#423,,,,,,,,40000,,,,1,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301533,,淬体丹·一品,9001132,6,0,1,1,,0,,0,,,2,2,2,,0,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1301534,,淬体丹·二品,9001132,6,0,1,1,,0,,0,,,3,3,3,,0,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1301535,,淬体丹·三品,9001132,6,0,1,1,,0,,0,,,4,4,4,,0,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1301536,,淬体丹·四品,9001132,6,0,1,1,,0,,0,,,5,5,5,,0,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1301537,,淬体丹·五品,9001132,6,0,1,1,,0,,0,,,6,6,6,,0,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1301538,,淬体丹·六品,9001132,6,0,1,1,,0,,0,,,6,6,6,,0,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1301539,,淬体丹·七品,9001132,6,0,1,1,,0,,0,,,6,6,6,,0,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1301540,,锻体经验丹（100%）,9001133,3,0,1,1,,0,,0,,,5,5,5,,1,9999,2#100200341,,,,,,,,30000,,,,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301541,,锻体经验丹（200%）,9001133,3,0,1,1,,0,,0,,,7,7,7,,1,9999,2#100200342,,,,,,,,30000,,,,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301542,,锻体经验丹（300%）,9001133,3,0,1,1,,0,,0,,,7,7,7,,1,9999,2#100200343,,,,,,,,30000,,,,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301543,,锻体经验·小,9001134,5,0,1,1,,0,,1,,,5,5,5,,1,99999,3#424,,,,,,,,10130,,,,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301544,,锻体经验·中,9001134,5,0,1,1,,0,,1,,,5,5,5,,1,99999,3#425,,,,,,,,10130,,,,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301545,,锻体经验·大,9001134,5,0,1,1,,0,,1,,,5,5,5,,1,99999,3#426,,,,,,,,10130,,,,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301546,,凝神珠[500万],9001096,3,0,1,1,,0,,0,,,5,5,5,,1,99999,331#50#1301547,,,,,,,,40000,,,,1,100,1,0,0,1,,,,,,,,,,,,,,1,0,0,
1301547,,凝神珠[500万]（满）,9001097,3,303,1,1,,0,,0,,,5,5,5,,1,99999,13#5000000#10000,,,,,,,,40000,,,,1,100,1,0,0,1,,,,,,,,,,,,,,1,0,0,
1301548,,洗髓丹,9001153,6,0,1,1,,0,,0,,,6,6,6,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301549,,披风碎片（太极天龙袍[男]）,98035,6,0,1,1,,0,,0,,,6,6,6,,1,9999,10#7781,,,,,,,,60000,,,,0,100,1,0,1,1,0,,,,,,,,,,,,,1,0,1,
1301550,,头饰碎片（太极天龙袍[男]）,97035,6,0,1,1,,0,,0,,,6,6,6,,1,9999,10#7781,,,,,,,,60000,,,,0,100,1,0,1,1,0,,,,,,,,,,,,,1,0,1,
1301551,,披风碎片（凤羽乾坤裙[女]）,198026,6,0,1,1,,0,,0,,,6,6,6,,1,9999,10#7781,,,,,,,,60000,,,,0,100,1,0,1,1,0,,,,,,,,,,,,,1,0,1,
1301552,,头饰碎片（凤羽乾坤裙[女]）,197026,6,0,1,1,,0,,0,,,6,6,6,,1,9999,10#7781,,,,,,,,60000,,,,0,100,1,0,1,1,0,,,,,,,,,,,,,1,0,1,
1301553,,太极天龙袍（限时）时装礼盒,9000904,5,0,1,1,,0,,0,,,7,7,7,,1,9999,3#10047,,,,,,,,60000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301554,,太极天龙袍时装碎片袋,9000905,5,0,1,1,,0,,0,,,7,7,7,,1,9999,3#10048,,,,,,,,60000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301555,,凤羽乾坤裙（限时）时装礼盒,9000904,5,0,1,1,,0,,0,,,7,7,7,,1,9999,3#10048,,,,,,,,60000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301556,,凤羽乾坤裙时装碎片袋,9000905,5,0,1,1,,0,,0,,,7,7,7,,1,9999,3#10050,,,,,,,,60000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301557,,进化升华符（120）,9000079,3,0,1,1,,0,,0,,,6,6,6,,1,9999,326#10000,,,,,,,,60000,,,,1,100,1,0,1,1,0,,,,,,,,,,,,,1,0,1,
1301558,,八转证物（正）,9000023,6,0,1,1,,0,,0,,,5,5,5,,1,1,,,,,,,,,280000,,,,1,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301559,,八转证物（邪）,9000023,6,0,1,1,,0,,0,,,5,5,5,,1,1,,,,,,,,,280000,,,,1,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301560,,锻体经验（1万）,9001134,5,0,1,1,,0,,1,,,5,5,5,,1,99999,3#429,,,,,,,,10130,,,,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301561,,经脉经验丹（100）,9001152,3,303,1,1,201#0&101#0&301#0&401#0&501#0,0,,1,,,3,3,3,,1,99999,3#430,,,,,,,,10130,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301562,,锻体经验丹（500%）,9001133,3,0,1,1,,0,,0,,,7,7,7,,1,9999,2#100200344,,,,,,,,30000,,,,0,100,1,0,0,0,0,,,,,,,,,,,,,1,0,1,
1301563,,圣地扫荡令,9001146,3,0,1,1,,0,,0,,,6,6,6,,1,9999,,,,,,,,,1100,,,,0,100,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1301564,,下品1-3阶防具包,9000539,5,0,1,1,,0,,0,,,4,4,4,,1,9999,3#431,,1,,,,,,140000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301565,,下品1-3阶首饰包,9000539,5,0,1,1,,0,,0,,,4,4,4,,1,9999,3#432,,1,,,,,,140000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301566,,下品4-6阶防具包,9000539,5,0,1,1,,0,,0,,,4,4,4,,1,9999,3#433,,1,,,,,,140000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301567,,下品4-6阶首饰包,9000539,5,0,1,1,,0,,0,,,4,4,4,,1,9999,3#434,,1,,,,,,140000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301568,,下品7-9阶防具包,9000539,5,0,1,1,,0,,0,,,4,4,4,,1,9999,3#435,,1,,,,,,140000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301569,,下品7-9阶首饰包,9000539,5,0,1,1,,0,,0,,,4,4,4,,1,9999,3#436,,1,,,,,,140000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301570,,武皇丹碎片,9000869,6,0,1,1,,0,,0,,,6,6,6,,1,99999,,,,,,,,,60000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301571,,凝神珠[1000万],9001096,3,0,1,1,,0,,0,,,5,5,5,,1,99999,331#100#1301572,,,,,,,,40000,,,,1,100,1,0,0,1,,,,,,,,,,,,,,1,0,0,
1301572,,凝神珠[1000万]（满）,9001097,3,303,1,1,,0,,0,,,5,5,5,,1,99999,13#10000000#10000,,,,,,,,40000,,,,1,100,1,0,0,1,,,,,,,,,,,,,,1,0,0,
1301573,,凝神珠[3000万],9001096,3,0,1,1,,0,,0,,,5,5,5,,1,99999,331#150#1301574,,,,,,,,40000,,,,1,100,1,0,0,1,,,,,,,,,,,,,,1,0,0,
1301574,,凝神珠[3000万]（满）,9001097,3,303,1,1,,0,,0,,,5,5,5,,1,99999,13#30000000#10000,,,,,,,,40000,,,,1,100,1,0,0,1,,,,,,,,,,,,,,1,0,0,
1301575,,凝神珠[5000万],9001096,3,0,1,1,,0,,0,,,5,5,5,,1,99999,331#200#1301576,,,,,,,,40000,,,,1,100,1,0,0,1,,,,,,,,,,,,,,1,0,0,
1301576,,凝神珠[5000万]（满）,9001097,3,303,1,1,,0,,0,,,5,5,5,,1,99999,13#50000000#10000,,,,,,,,40000,,,,1,100,1,0,0,1,,,,,,,,,,,,,,1,0,0,
1301577,,剑皇圣地扫荡宝箱[福利],9000618,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#431,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301578,,剑皇圣地扫荡宝箱[1层],9000618,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#432,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301579,,剑皇圣地扫荡宝箱[2层],9000618,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#433,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301580,,剑皇圣地扫荡宝箱[3层],9000618,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#434,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301581,,剑皇圣地扫荡宝箱[4层],9000618,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#435,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301582,,剑皇圣地扫荡宝箱[5层],9000618,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#436,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301583,,剑皇圣地扫荡宝箱[6层],9000618,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#437,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301584,,剑皇圣地扫荡宝箱[7层],9000618,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#438,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301585,,剑皇圣地扫荡宝箱[8层],9000618,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#439,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301586,,剑皇圣地扫荡宝箱[9层],9000618,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#440,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301587,,剑皇圣地扫荡宝箱[10层],9000618,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#441,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
1301588,,剑皇圣地扫荡宝箱[11层],9000618,5,0,1,1,,0,,0,,,6,6,6,,1,9999,3#442,,,,,,,,40000,,,,0,100,1,0,0,1,0,,,,,,,,,,,,,1,0,1,
